"JNJ","MRK","ABBV","AMGN","USPH","NRC","CHE","IQV","MTD","IDXX","PFE","HAE","JAZZ","STE","ELV","DXCM","RVNC","PODD","date"
-0.0000947454787443291,0.00918693206594856,0.0212182184552256,0.00596670440340308,-0.000284045297987312,-0.0165645413675053,0.00956575923189096,0.0159291532451693,-0.00769466336403557,-0.00881654525652831,0.00959496549322791,-0.0123112531323555,0.0673982027589712,-0.00478742150813583,0.0177417635713901,0.00125926819704958,-0.0132413143647132,-0.00147206535302313,2014-07-02
-0.00416470946799397,0.00253712168056675,0.00189130740143506,0.0149256873175077,0.00283754902558098,0.0129865168845078,0.00590562152118324,0.00987393154765126,0.00664349234266925,0.00661968555371306,0.00525443629775335,0.0181340643289709,0.00492553035705789,0.00955180065410621,-0.00145138880759355,0.0025138848606554,-0.00790753293661739,0.00928650533523667,2014-07-03
0.00991086348946713,-0.01155310129429,-0.0141847612550312,-0.0221398946510751,-0.0348886990565758,-0.0246744421016123,-0.00707007332982545,0.00616726347588781,-0.00562452541870506,-0.0103162742693064,-0.00131104586651976,-0.00471105688432116,-0.0405482181879977,-0.0156614214886219,-0.00939401670512829,-0.0488780794187282,-0.0153849188394792,-0.00194793905396073,2014-07-07
-0.00706915105323347,-0.00599862785297489,-0.0302438428639786,-0.00166611497874314,0.00234488804298039,0.0145881559074401,-0.000635528486878201,-0.00689534717254414,-0.00443600892355001,-0.00773290568140439,-0.0112135612292414,-0.00836822829966355,-0.00938193932224607,-0.00502624245034244,0.00301912816083227,-0.0704440145688809,-0.0392083027485199,-0.0535663442292669,2014-07-08
0.00302185454095749,0.00651122029301021,-0.0122854999814392,-0.00325643558543298,0.00903362203822722,-0.00435424305928933,0.00770560181670366,0.00236430175029056,-0.00524646415730512,0.00246022285197078,-0.00332244727843323,-0.00140152049449016,-0.00122744576704026,0.00502624245034244,0.0127993530163888,0.0229316461627413,0.0105855013034035,-0.0158095977773933,2014-07-09
-0.00226551157540289,0.000512240231431704,0.0140797177822436,-0.00519855660687352,-0.0231850118919459,-0.013914489809487,0.0137847695858984,0.00904165304169346,-0.00913830150173833,-0.0067989626753695,-0.00166518631311297,-0.00929982256650774,-0.0143886817020489,-0.00633381948049783,-0.000992545353645902,-0.00665738572138297,0.00477478604787063,-0.00418848392976745,2014-07-10
-0.00663844269728653,-0.00239291205466552,-0.00743224152520083,0.00687018311987142,0.00945585316474018,0.0182687328687763,0.00805722609291859,-0.00288444132550758,0.00294928875399236,0.00164794959169967,0.00233033675342975,0.0056465639160117,-0.011144580339054,0.0161281107495057,0.00126306865258208,0.0187488341848137,0.0204313134744272,0.00731844856392128,2014-07-11
0.00266064935956756,-0.00445877735580646,-0.00200362335372972,-0.00661795326983139,0.0067424339230806,-0.00217495578512583,-0.00691695820906535,-0.00670229720946836,0.00468499654604937,0.0124954598205615,0.00563801669319064,0.000562917475521729,0.0176157617305259,-0.00350002429181862,0.0200855267884306,0.010596468840363,0.0206320475099142,0.0139644653470961,2014-07-14
-0.0201289873933348,-0.00465156123678945,-0.0260425719143083,-0.0179788705780988,-0.000876914476255042,-0.00145238488370047,-0.00519319151577768,0.00145292464958668,0.000633517098642677,-0.0185010559600611,0.00560576532655332,-0.015882391982966,-0.0373719499612069,-0.0130017906896955,-0.00336422017022464,-0.0160744546477063,-0.0635433971579009,-0.0291839095160591,2014-07-15
-0.010316479811614,0.00413579833480338,0.00392186583961296,0.00724732794855854,0.00902359753797288,-0.00510010561772622,0.00176856240400802,-0.00363631215669447,0.00395070053713553,-0.010445182262691,0.0179244552802493,0.00171383569223815,-0.0169161047309219,-0.00901416923089915,-0.00524539964789117,0.00329034939421646,0.0167475266102439,-0.00903061000447103,2014-07-16
-0.0182639287557187,-0.00950325571544219,-0.00242580230163636,-0.019906160207471,0.00520258458120804,-0.0258986532908736,-0.000207845576441379,-0.0076797228704315,-0.0144161255185189,-0.00940262843130135,-0.0133312717723855,-0.00744781836796493,-0.0259229996615575,-0.00586503961358664,0.0111692044394349,-0.0179537404310417,-0.047752665663054,-0.029513450305116,2014-07-17
