"AAPL","CSCO","GOOG","WST","META","MSFT","MSI","SCX","ADBE","NFLX","CRM","DXCM","FICO","PODD","date"
-0.000427427568868488,0.0056089237179755,-0.000575119309764727,-0.0145887957340851,-0.02393989396775,0.000716372333185777,0.000895879664377652,0,-0.00343006431753867,-0.0135345078331852,-0.0049107018340413,0.00125926819704958,-0.000308404084413461,-0.00147206535302313,"2014-07-02"
0.00586605659091921,0.00637208183245974,0.00410428019893372,0.0127479376028328,-0.00241066916938504,-0.00238933887642601,0.00580237635707626,0.0105195577897241,0.0110709467861945,0.0119478968493381,-0.00254953020251847,0.0025138848606554,0.000154096039866047,0.00928650533523667,"2014-07-03"
0.0204220504315384,0.00158659690507745,-0.00425031254854469,-0.0143823074774385,-0.0152001708432259,0.00453464061086617,-0.00252519819831143,-0.00196413033736142,-0.012171082069206,-0.0251468032134152,-0.0244628596245597,-0.0488780794187282,-0.0145963471079531,-0.00194793905396073,"2014-07-07"
-0.00648138375354801,-0.00636184766714187,-0.0193530472855548,-0.0110419240688651,-0.0395209981003983,-0.00501387535961983,-0.0145305734490728,-0.00459772068165964,-0.0214164897861409,-0.034386763776677,-0.0436672916740735,-0.0704440145688809,-0.0148128637999605,-0.0535663442292669,"2014-07-08"
0.000419406451566573,0.0146507767074757,0.00869974432685527,-0.00189159890986801,0.0346077425605413,-0.00263574264653021,0.0046669107984636,0.00590752226363778,0.00602622954576226,-0.00461688086763701,-0.00529731663789867,0.0229316461627413,0.00680326815121202,-0.0158095977773933,"2014-07-09"
-0.00367601010203078,0,-0.00868226265539951,-0.00284431393244455,-0.00154033411640864,0.000479539335655144,-0.00195476613207735,0.0226473460655692,0.00181471755621576,-0.0100958980700261,-0.00550964191491987,-0.00665738572138297,-0.0030004175411662,-0.00418848392976745,"2014-07-10"
0.00189254184719756,0.00313976791305315,0.0140490235125506,0.00685997577614605,0.0224076687520229,0.00954925399064654,-0.00679501652883463,-0.00513146873467596,0.00778005023990236,0.00320996552553776,-0.00165883650572507,0.0187488341848137,0.000948517722144437,0.00731844856392128,"2014-07-11"
0.0128345695857397,-0.00313976791305315,0.00977625486343925,-0.0089982005175302,0.0232430787203199,0.00118694075188142,0.00121135085967605,0.00128518160127733,0.00854345998273498,0.0282807774335501,0.00954662040807674,0.010596468840363,0.00189428034310257,0.0139644653470961,"2014-07-14"
-0.0117851330920664,0.00900036891410272,-0.000153902902354286,-0.0187285633681498,-0.0108093650183285,0.00732980639474778,-0.00896869862784566,0.0133974324612383,-0.00812839558848832,-0.00774125879941856,-0.018254362371346,-0.0160744546477063,-0.00363393751453689,-0.0291839095160591,"2014-07-15"
-0.0056814254736639,0.0120039801393692,-0.00363185838663194,-0.0223020912911887,0.00726852545897128,0.0376788275596573,0.00274494821828153,0.000633533991887703,0.00124416051204435,-0.0104082792867963,0.00390007142530102,0.00329034939421646,-0.00380580536701647,-0.00903061000447103,"2014-07-16"
-0.0179919793831766,-0.013563360454635,-0.0154448805814695,-0.0159883901223918,-0.0186475147811711,0.0101572287049461,-0.0111785851054993,0.00442333057767152,-0.0137721852240666,-0.0114959617042691,-0.0245814304235088,-0.0179537404310417,-0.0147249945775538,-0.029513450305116,"2014-07-17"
0.0142928115147498,0.0108653269059356,0.0365369432824592,0.0154926308928292,0.0298174500909125,0.00358673977993051,0.00843363688721777,0.00565859814346492,0.0161182264295672,0.0108882871668836,0.0162053784797238,0.0231415320361452,0.00754956565433051,0.019861884291783,"2014-07-18"
-0.00520269933686413,-0.00231828340225038,-0.00947207845354026,-0.00473385046804742,0.0142217367120079,0.00335072646380175,0.00381020764863482,-0.00881620040109521,-0.00816562503479101,0.0173641624035099,-0.00337016431492954,0.00624406904625996,-0.00272412564726476,-0.00513164201524363,"2014-07-21"
0.00826891257922879,0.00386111522734245,0.00890053080446274,0.0138890998104517,-0.00187502592655253,-0.000222847657771474,0.00470444864816955,0.0113209140057853,0.00416035892299949,-0.047254662128128,0.00523755002183446,0.0235368190050242,0.0113284825656548,0.0201052206792074,"2014-07-22"
0.0257424570121327,-0.0104592641503607,0.00208278347965996,0.00393316620352246,0.028744214398901,0.000891588311056513,-0.00424819778427477,-0.00375925717993209,-0.00304922226625326,-0.0074273762049808,0,0.017555754246616,0.000158509018284292,0.00529383870790978,"2014-07-23"
